label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
Up,0.38340023159980774,0.42668312788009644,0.4608360230922699,0.4625438153743744,0.4474807381629944,0.4514647126197815,0.4606330990791321,0.4673839509487152,0.47147056460380554,0.41771140694618225,0.4284824728965759,0.43591469526290894,0.43726468086242676,0.3842230439186096,0.3983345925807953,0.3996879756450653,0.39451080560684204,0.34950926899909973,0.3659187853336334,0.370201051235199,0.3640953600406647,0.727070689201355,0.697300374507904,0.632684051990509,0.5680854916572571,0.5196118950843811,0.552370011806488,0.4696764647960663,0.41818544268608093,0.37516507506370544,0.5536701679229736,0.5010889768600464,0.5528745651245117,0.5956867933273315,0.5631969571113586,0.5318578481674194,0.5959580540657043,0.6361994743347168,0.5770740509033203,0.5402237176895142,0.5828462839126587,0.6126769185066223,6.66362396373188e-08,-0.022909702733159065,-0.03279096633195877,-0.042672134935855865,-0.0519096665084362,-0.015343407168984413,-0.03484107181429863,-0.045647989958524704,-0.05166905000805855,-0.01661405898630619,-0.05267438292503357,-0.06177539378404617,-0.05702825263142586,-0.020427199080586433,-0.05838447064161301,-0.051999978721141815,-0.035033199936151505,-0.02566990628838539,-0.04764390364289284,-0.03664924576878548,-0.021145926788449287

Up,0.38319307565689087,0.4259430766105652,0.45831888914108276,0.45985907316207886,0.4461822211742401,0.4485095739364624,0.4597681164741516,0.4677733778953552,0.4725414514541626,0.4149240255355835,0.4284118711948395,0.4349317252635956,0.4349444508552551,0.3818160593509674,0.39730143547058105,0.3983595073223114,0.39268189668655396,0.34754452109336853,0.36396172642707825,0.3689707815647125,0.3633815050125122,0.7273190021514893,0.6974004507064819,0.6314444541931152,0.5678351521492004,0.5192394256591797,0.5508937835693359,0.46836626529693604,0.41689854860305786,0.37260422110557556,0.5523213744163513,0.5016286969184875,0.5568128824234009,0.601722002029419,0.5624399185180664,0.5319267511367798,0.5952553153038025,0.6345821022987366,0.576714813709259,0.5403386950492859,0.5830866694450378,0.6131492853164673,8.475663548779266e-08,-0.022262418642640114,-0.03177518770098686,-0.04146997258067131,-0.05080806463956833,-0.015382609330117702,-0.034965693950653076,-0.0459655337035656,-0.052346646785736084,-0.016664009541273117,-0.0520566888153553,-0.06037656217813492,-0.05554685741662979,-0.020534416660666466,-0.05789133533835411,-0.05080912634730339,-0.03383088484406471,-0.02581251598894596,-0.04808279499411583,-0.037334270775318146,-0.02207782492041588

Up,0.39106816053390503,0.4354431927204132,0.46954333782196045,0.47169750928878784,0.45416536927223206,0.4592711627483368,0.47129321098327637,0.4784516394138336,0.4812566041946411,0.42595329880714417,0.4387251138687134,0.44418567419052124,0.44112536311149597,0.39201411604881287,0.4068527817726135,0.41112738847732544,0.40513554215431213,0.3552888035774231,0.3736810088157654,0.3807578682899475,0.37434661388397217,0.7337274551391602,0.702918291091919,0.6332023739814758,0.5646243095397949,0.509875476360321,0.5560169219970703,0.4730083644390106,0.4214322566986084,0.37546634674072266,0.5575394034385681,0.5038937330245972,0.5582502484321594,0.5965036153793335,0.5671191215515137,0.5291243195533752,0.5958713293075562,0.6330822706222534,0.5810748934745789,0.5425374507904053,0.588214635848999,0.6161084771156311,6.399049112815192e-08,-0.024607641622424126,-0.03445370867848396,-0.04383669048547745,-0.052589498460292816,-0.01477883756160736,-0.0328202098608017,-0.04236584156751633,-0.04842355474829674,-0.0152998436242342,-0.04972749203443527,-0.05884833261370659,-0.05510028079152107,-0.018416952341794968,-0.05667927861213684,-0.04988841339945793,-0.033329494297504425,-0.022948693484067917,-0.04709777608513832,-0.037043504416942596,-0.022505635395646095

Up,0.38989728689193726,0.4330971837043762,0.46680378913879395,0.4705917239189148,0.4536706209182739,0.45803534984588623,0.46974653005599976,0.4758131206035614,0.4774692952632904,0.42376890778541565,0.43680045008659363,0.43895500898361206,0.4324130117893219,0.38993409276008606,0.40434029698371887,0.4074436128139496,0.4000275433063507,0.35410425066947937,0.37075695395469666,0.37774449586868286,0.3714405596256256,0.737449049949646,0.7040280699729919,0.6356929540634155,0.5679802894592285,0.5111868977546692,0.5572616457939148,0.47443535923957825,0.42260903120040894,0.3750932216644287,0.5574918985366821,0.5107488632202148,0.5721695423126221,0.614876389503479,0.5665863752365112,0.52951580286026,0.5958871245384216,0.6340078711509705,0.580612063407898,0.541495144367218,0.5864968299865723,0.614935576915741,3.0727473898650715e-08,-0.024176474660634995,-0.03529274836182594,-0.04615645855665207,-0.056559596210718155,-0.01650768332183361,-0.03525732085108757,-0.04561615735292435,-0.05258580297231674,-0.017616132274270058,-0.05352773144841194,-0.06240145489573479,-0.05854860693216324,-0.02128409780561924,-0.058423273265361786,-0.050077155232429504,-0.03317796811461449,-0.02658001519739628,-0.0496332012116909,-0.038873158395290375,-0.0240903552621603

Up,0.3917239308357239,0.43558329343795776,0.4670104384422302,0.4694174826145172,0.45817527174949646,0.4579010307788849,0.47109082341194153,0.47874292731285095,0.4820295572280884,0.4240817725658417,0.44212156534194946,0.4449346363544464,0.43906790018081665,0.3906249403953552,0.40818580985069275,0.41061797738075256,0.4037177562713623,0.3551478087902069,0.3738298714160919,0.3806179165840149,0.37513914704322815,0.7377126216888428,0.7071939706802368,0.6392440795898438,0.5725834965705872,0.5176312327384949,0.5578068494796753,0.4718795716762543,0.4194711446762085,0.3723987340927124,0.5580564141273499,0.5042381882667542,0.5657624006271362,0.6113251447677612,0.5674244165420532,0.529049813747406,0.5953251719474792,0.6358962059020996,0.5817757248878479,0.5405293703079224,0.5856305956840515,0.6181011199951172,4.1658260840904404e-08,-0.023869436234235764,-0.03453393280506134,-0.04509781673550606,-0.05508720502257347,-0.01762886345386505,-0.03815969079732895,-0.04968646168708801,-0.056827571243047714,-0.018888987600803375,-0.05600246787071228,-0.06480246037244797,-0.0604625828564167,-0.022735241800546646,-0.061396367847919464,-0.05325600504875183,-0.03584185242652893,-0.028119811788201332,-0.05265848711133003,-0.04203086718916893,-0.026795700192451477

Up,0.38909024000167847,0.4325670599937439,0.4657193422317505,0.4697636663913727,0.4529723823070526,0.4551900029182434,0.46710488200187683,0.4745640754699707,0.47826486825942993,0.42255693674087524,0.4365904629230499,0.4369542598724365,0.42956849932670593,0.389979749917984,0.4043979346752167,0.40606802701950073,0.398823082447052,0.355156809091568,0.372151255607605,0.3782314658164978,0.37230241298675537,0.7388622760772705,0.7087599635124207,0.6397957801818848,0.5713398456573486,0.5162384510040283,0.5576576590538025,0.4710671305656433,0.4194929599761963,0.3729855716228485,0.5579746961593628,0.5111448168754578,0.5759881138801575,0.6229382157325745,0.5677443146705627,0.529333770275116,0.5956881046295166,0.6376644372940063,0.5823126435279846,0.5412654876708984,0.5863727331161499,0.6193554401397705,-1.2508052371629219e-08,-0.02341410331428051,-0.03380311653017998,-0.04417874291539192,-0.05436599627137184,-0.017404871061444283,-0.036950282752513885,-0.04781064763665199,-0.054681308567523956,-0.018218711018562317,-0.05455326661467552,-0.06275595724582672,-0.058483485132455826,-0.021557193249464035,-0.05857871100306511,-0.049976203590631485,-0.03303910791873932,-0.026470568031072617,-0.04993297532200813,-0.03951433300971985,-0.024843323975801468

Up,0.38942140340805054,0.4336678683757782,0.46681836247444153,0.46987465023994446,0.45322394371032715,0.455363929271698,0.4671975374221802,0.4746451675891876,0.4786519408226013,0.42245516180992126,0.4367389380931854,0.4369499981403351,0.42958444356918335,0.3898579776287079,0.40440651774406433,0.4062400460243225,0.3993029296398163,0.3550413250923157,0.37210580706596375,0.37840843200683594,0.372882217168808,0.7389906048774719,0.7076528668403625,0.6391432881355286,0.5706570744514465,0.515679121017456,0.5577030181884766,0.4709790349006653,0.4192422926425934,0.3727327585220337,0.558086097240448,0.5117036700248718,0.5758300423622131,0.6233975887298584,0.5676982998847961,0.5293787121772766,0.5945327877998352,0.6369816064834595,0.5821565985679626,0.5411834716796875,0.585568368434906,0.6189423203468323,-8.441777055168131e-09,-0.023572862148284912,-0.03422391042113304,-0.044882144778966904,-0.05528542771935463,-0.017480062320828438,-0.037201933562755585,-0.0482846237719059,-0.055309031158685684,-0.018334494903683662,-0.055178843438625336,-0.06384468078613281,-0.05979381501674652,-0.02171618863940239,-0.05878990516066551,-0.050510067492723465,-0.03376692533493042,-0.026725633069872856,-0.05021093785762787,-0.040102578699588776,-0.025615569204092026

Up,0.3907731771469116,0.43384724855422974,0.4668811559677124,0.46880120038986206,0.45298612117767334,0.4543411433696747,0.4661388695240021,0.4730431139469147,0.4750443696975708,0.42132943868637085,0.4359440803527832,0.4391711354255676,0.4332472085952759,0.38845738768577576,0.4033989906311035,0.4076012074947357,0.40121036767959595,0.3531606197357178,0.3707004487514496,0.3784124255180359,0.37222158908843994,0.7415114045143127,0.7099377512931824,0.6422319412231445,0.5763488411903381,0.5219652652740479,0.5598152875900269,0.47261708974838257,0.42194700241088867,0.3756662607192993,0.5612301826477051,0.5089765191078186,0.5754302740097046,0.6198933720588684,0.5725893378257751,0.5323116183280945,0.5994542837142944,0.6376736760139465,0.5886955261230469,0.5457360744476318,0.5911568999290466,0.622606098651886,-1.714864339419364e-08,-0.021831737831234932,-0.03160049393773079,-0.041668158024549484,-0.05150099843740463,-0.016401806846261024,-0.03617259860038757,-0.04672902822494507,-0.053381774574518204,-0.01833893172442913,-0.053920745849609375,-0.061112478375434875,-0.05627494305372238,-0.022775812074542046,-0.0601242296397686,-0.050786782056093216,-0.0333113819360733,-0.028592761605978012,-0.0523899644613266,-0.04110885411500931,-0.025837991386651993

Up,0.3909470736980438,0.43364277482032776,0.466280460357666,0.46902307868003845,0.45359355211257935,0.4549640417098999,0.4665772318840027,0.4734971523284912,0.4753611087799072,0.4218321144580841,0.43664035201072693,0.4397680461406708,0.4340755045413971,0.38882094621658325,0.4036272168159485,0.40743210911750793,0.401041179895401,0.3534986972808838,0.370667427778244,0.3778076171875,0.37141504883766174,0.7417260408401489,0.7099174857139587,0.6422058343887329,0.5769545435905457,0.5229544639587402,0.559673011302948,0.47246456146240234,0.4215381145477295,0.37468522787094116,0.5612585544586182,0.5088840126991272,0.5760820508003235,0.6210812926292419,0.5725187659263611,0.5327776074409485,0.6000377535820007,0.6380764842033386,0.5884427428245544,0.5452874898910522,0.590793788433075,0.621859610080719,-8.231603843000812e-09,-0.022593529894948006,-0.03278408944606781,-0.042997945100069046,-0.052865833044052124,-0.017568882554769516,-0.037587981671094894,-0.048337697982788086,-0.055118247866630554,-0.01916538178920746,-0.05483124032616615,-0.06177027150988579,-0.05670630931854248,-0.023313764482736588,-0.060468900948762894,-0.05075377598404884,-0.033082515001297,-0.028935888782143593,-0.0523616299033165,-0.04072021692991257,-0.02527804858982563

Up,0.3940580189228058,0.4375799298286438,0.4691964089870453,0.47090238332748413,0.4535946846008301,0.45539385080337524,0.46701765060424805,0.47332629561424255,0.4755818545818329,0.42262154817581177,0.43947452306747437,0.44271764159202576,0.43745067715644836,0.39019063115119934,0.406880646944046,0.41005924344062805,0.40409937500953674,0.35555317997932434,0.373856782913208,0.3809657692909241,0.37548309564590454,0.743741512298584,0.7112666368484497,0.6441079378128052,0.5784369707107544,0.52618408203125,0.563242495059967,0.4765041470527649,0.42556262016296387,0.37921881675720215,0.5656538605690002,0.5179595947265625,0.5823001265525818,0.6271929144859314,0.5770056247711182,0.5401779413223267,0.6064063906669617,0.6460440158843994,0.5926918983459473,0.5543867349624634,0.5992218852043152,0.6306034326553345,-9.42096090028599e-09,-0.02241177298128605,-0.033030617982149124,-0.04399668797850609,-0.05467578023672104,-0.018151896074414253,-0.038834571838378906,-0.05007246509194374,-0.05718129500746727,-0.0200311541557312,-0.056915778666734695,-0.06460701674222946,-0.0601203478872776,-0.0244451817125082,-0.06240889057517052,-0.05303861200809479,-0.03553956001996994,-0.030397797003388405,-0.05424141138792038,-0.04331769421696663,-0.02839333936572075

Up,0.39260634779930115,0.43628358840942383,0.46838781237602234,0.471036434173584,0.45260384678840637,0.45536524057388306,0.4664889872074127,0.47328922152519226,0.4761180579662323,0.4223375618457794,0.43787628412246704,0.44157975912094116,0.43680062890052795,0.3898065686225891,0.4057525098323822,0.40877825021743774,0.4027459919452667,0.35530224442481995,0.37297070026397705,0.37959498167037964,0.3737949728965759,0.7429977655410767,0.7097305655479431,0.6432615518569946,0.5781170725822449,0.526301920413971,0.5634158253669739,0.4769524335861206,0.4254224896430969,0.3787502348423004,0.5653563737869263,0.5190695524215698,0.5832237005233765,0.6300628781318665,0.5766315460205078,0.5400913953781128,0.6043146848678589,0.6449589729309082,0.592938244342804,0.5544134378433228,0.5976471900939941,0.6292540431022644,-7.416675051885591e-10,-0.022151559591293335,-0.03283434733748436,-0.04392073303461075,-0.05486319586634636,-0.017678750678896904,-0.038390010595321655,-0.0501445010304451,-0.05751616135239601,-0.019356781616806984,-0.05600401759147644,-0.06387481093406677,-0.05958833545446396,-0.023580458015203476,-0.06006047502160072,-0.050743330270051956,-0.03369823470711708,-0.029440555721521378,-0.051949817687273026,-0.041099388152360916,-0.026458367705345154

Up,0.39775723218917847,0.4402230978012085,0.4696713387966156,0.4723640978336334,0.45921382308006287,0.4554207921028137,0.4676904082298279,0.47532036900520325,0.4786626696586609,0.423688143491745,0.44266724586486816,0.44561895728111267,0.43817073106765747,0.3919695317745209,0.4119003415107727,0.4148348867893219,0.40680912137031555,0.35748884081840515,0.37880146503448486,0.38654568791389465,0.37967219948768616,0.7567757964134216,0.7230128049850464,0.657691240310669,0.5963254570960999,0.545059323310852,0.5760961174964905,0.49149006605148315,0.441387802362442,0.39514076709747314,0.5791540741920471,0.5308171510696411,0.597377359867096,0.6407437324523926,0.5913760662078857,0.5555132031440735,0.6248571872711182,0.6625226736068726,0.6080114841461182,0.5676783323287964,0.6131537556648254,0.64286208152771,-1.8662394296597995e-08,-0.02167533151805401,-0.03229697048664093,-0.04359740391373634,-0.05455193668603897,-0.016900382936000824,-0.03775888681411743,-0.04899447411298752,-0.05594625696539879,-0.019373828545212746,-0.05609418451786041,-0.06344636529684067,-0.05852821469306946,-0.02447892539203167,-0.0634477287530899,-0.05379130318760872,-0.035513993352651596,-0.030965575948357582,-0.05474337935447693,-0.04287101700901985,-0.027180399745702744

Up,0.3964444398880005,0.4405125677585602,0.47036466002464294,0.47248226404190063,0.4547387361526489,0.4545476734638214,0.46506133675575256,0.47247883677482605,0.4762047529220581,0.4231591522693634,0.44055846333503723,0.4458713233470917,0.4411658048629761,0.39216524362564087,0.4119128882884979,0.4161543846130371,0.40968695282936096,0.3592034876346588,0.3809041678905487,0.3892495036125183,0.38318967819213867,0.7618472576141357,0.7253519296646118,0.6593664884567261,0.5956191420555115,0.5434619784355164,0.5807675719261169,0.49805617332458496,0.4486764073371887,0.4030759334564209,0.5841212868690491,0.5371071696281433,0.598728358745575,0.6422299146652222,0.5956133008003235,0.5608879327774048,0.6272207498550415,0.666449785232544,0.610983669757843,0.5732240080833435,0.6169065833091736,0.6467452645301819,3.064939235741804e-08,-0.02297375351190567,-0.0342198982834816,-0.04591892287135124,-0.05717086419463158,-0.01657174713909626,-0.03741513565182686,-0.04880675673484802,-0.05576517432928085,-0.018146727234125137,-0.05525871738791466,-0.06421107798814774,-0.06016859412193298,-0.022400859743356705,-0.06129416450858116,-0.053402453660964966,-0.036113254725933075,-0.02813982032239437,-0.052253175526857376,-0.04208637401461601,-0.027348153293132782

Up,0.39768075942993164,0.4411022663116455,0.4712536931037903,0.47328585386276245,0.4547753930091858,0.45613551139831543,0.46651849150657654,0.4731733500957489,0.4757020175457001,0.42414167523384094,0.44113481044769287,0.4459247589111328,0.4408922493457794,0.3930179178714752,0.41167551279067993,0.4151252210140228,0.4082494080066681,0.3601054549217224,0.3806524872779846,0.38741904497146606,0.38048309087753296,0.761366605758667,0.7253730297088623,0.6593642234802246,0.5949814915657043,0.543023943901062,0.5816749334335327,0.49903813004493713,0.44971781969070435,0.4034987688064575,0.5844475626945496,0.5369982123374939,0.5991137623786926,0.641664445400238,0.5951388478279114,0.5592853426933289,0.6255255937576294,0.6640472412109375,0.6096810102462769,0.5700734257698059,0.6131875514984131,0.6423534750938416,3.782247404160444e-08,-0.02326200343668461,-0.03451409190893173,-0.04611434414982796,-0.057109326124191284,-0.016126316040754318,-0.03633059188723564,-0.047281958162784576,-0.05416783690452576,-0.017538361251354218,-0.05403043329715729,-0.06269032508134842,-0.05874541029334068,-0.021639343351125717,-0.0599045567214489,-0.051696326583623886,-0.03453083708882332,-0.027274273335933685,-0.05070088803768158,-0.04021625220775604,-0.025595657527446747

Up,0.3974200487136841,0.4418852627277374,0.47175103425979614,0.4749990999698639,0.4608052968978882,0.45739588141441345,0.46706297993659973,0.4729178547859192,0.4752594530582428,0.4265964925289154,0.443019837141037,0.4470025897026062,0.4421423673629761,0.3960389494895935,0.41460999846458435,0.4172195494174957,0.4102812111377716,0.3634378910064697,0.3832583427429199,0.3896043598651886,0.3825663924217224,0.7581886649131775,0.7243911027908325,0.6594755053520203,0.5966576933860779,0.5464056730270386,0.5840698480606079,0.4997364282608032,0.4504356384277344,0.4055401682853699,0.5868682265281677,0.5372982621192932,0.5978501439094543,0.6415364742279053,0.5970953106880188,0.5619399547576904,0.6253548264503479,0.6627694368362427,0.6103954315185547,0.5720989108085632,0.6129828691482544,0.6407942175865173,1.3539415810726041e-08,-0.02175617776811123,-0.031636420637369156,-0.041993364691734314,-0.05171282961964607,-0.015090475790202618,-0.03430401533842087,-0.044452864676713943,-0.05069195479154587,-0.016786186024546623,-0.052306897938251495,-0.059965580701828,-0.055260926485061646,-0.021117569878697395,-0.05776658654212952,-0.04940915107727051,-0.032427649945020676,-0.02694084495306015,-0.048865336924791336,-0.03828202560544014,-0.02384519949555397

Up,0.3977007567882538,0.44188880920410156,0.47221603989601135,0.4748680293560028,0.4593653380870819,0.4563050866127014,0.4667850434780121,0.4737006425857544,0.47682201862335205,0.4253585636615753,0.44475454092025757,0.4475616216659546,0.4402952790260315,0.39495307207107544,0.4153171181678772,0.41702696681022644,0.40849727392196655,0.36250603199005127,0.38381731510162354,0.389641135931015,0.3812187612056732,0.756445050239563,0.7231806516647339,0.6572312116622925,0.5934586524963379,0.5424472093582153,0.5829507112503052,0.4986149072647095,0.4498630464076996,0.40485671162605286,0.585344672203064,0.5381126999855042,0.6014639139175415,0.6456884145736694,0.5958878397941589,0.5616589784622192,0.626045286655426,0.6634396910667419,0.609801173210144,0.5721561908721924,0.6135703921318054,0.6411558985710144,1.0251418380846644e-08,-0.021665632724761963,-0.03145209699869156,-0.041651416569948196,-0.051388636231422424,-0.015935171395540237,-0.03565552085638046,-0.04607851430773735,-0.052598483860492706,-0.017654765397310257,-0.05385543033480644,-0.061341919004917145,-0.05664703622460365,-0.022045286372303963,-0.05944899097084999,-0.05108915641903877,-0.03414395824074745,-0.02782338298857212,-0.050593409687280655,-0.04036833718419075,-0.02624361589550972

Up,0.3918083906173706,0.4363219439983368,0.4660470485687256,0.46918967366218567,0.45187246799468994,0.4493737816810608,0.4591326415538788,0.46778032183647156,0.4736132025718689,0.42001375555992126,0.43936389684677124,0.44495198130607605,0.4396950304508209,0.3910945951938629,0.40987733006477356,0.4133549928665161,0.4060421586036682,0.36015456914901733,0.38018691539764404,0.38674196600914,0.379766583442688,0.7492556571960449,0.7136914730072021,0.6491565704345703,0.5865108966827393,0.5357168912887573,0.5784032344818115,0.49620750546455383,0.4493100047111511,0.4074699878692627,0.5808271169662476,0.538267195224762,0.5929250121116638,0.6323661208152771,0.5910635590553284,0.5586087703704834,0.6170510649681091,0.6520754098892212,0.605055034160614,0.5707898736000061,0.609038770198822,0.6351131200790405,6.049922518513995e-08,-0.020119749009609222,-0.030124327167868614,-0.04117082431912422,-0.05173260718584061,-0.013135183602571487,-0.03176778182387352,-0.042035214602947235,-0.04839284345507622,-0.015363854356110096,-0.04970100522041321,-0.058487214148044586,-0.05536853149533272,-0.020057981833815575,-0.05462149903178215,-0.04731038212776184,-0.03202959895133972,-0.02621426433324814,-0.04701943323016167,-0.03734908998012543,-0.024002887308597565

Up,0.39255133271217346,0.437289834022522,0.4664103090763092,0.4685637056827545,0.4529713988304138,0.44947755336761475,0.45901772379875183,0.46724236011505127,0.47212156653404236,0.42049238085746765,0.4399309456348419,0.4458031952381134,0.4402434825897217,0.3918921649456024,0.41184699535369873,0.4149269163608551,0.40668001770973206,0.3607354760169983,0.38258588314056396,0.3885258436203003,0.38009265065193176,0.7474130988121033,0.7141925692558289,0.6474029421806335,0.5839951038360596,0.5329781174659729,0.5784671306610107,0.4965299963951111,0.44939592480659485,0.4070434272289276,0.5810538530349731,0.5363630056381226,0.5915524363517761,0.6294277906417847,0.5911796689033508,0.5580064058303833,0.6184841394424438,0.6520004272460938,0.6043623685836792,0.571095883846283,0.61017245054245,0.633999228477478,4.5609937160406844e-08,-0.019631171599030495,-0.028208591043949127,-0.03756886348128319,-0.04639267176389694,-0.012230101972818375,-0.029907140880823135,-0.039427317678928375,-0.04556634649634361,-0.014284233562648296,-0.04714558646082878,-0.05503107234835625,-0.05163497477769852,-0.018772387877106667,-0.053512830287218094,-0.04586723446846008,-0.03040277771651745,-0.024551356211304665,-0.046025000512599945,-0.03645358979701996,-0.0233378317207098

